# [M/H] = -0.30  Cluster Age In Gyr   0.250000
# Mass/Ms Teff(K) Log(L/Ls)  Log g    Mbol      Mv      B-V      V-Ic     V-K      J-K      H-K
   0.200  3523.1  -2.2032   5.0820  10.2521  11.8116   1.6226   2.4351   4.3107   0.8613   0.2375
   0.250  3576.6  -2.0379   5.0398   9.8389  11.3215   1.6019   2.3631   4.2150   0.8537   0.2306
   0.300  3617.7  -1.9066   5.0076   9.5108  10.9358   1.5847   2.3080   4.1462   0.8469   0.2271
   0.350  3663.1  -1.7850   4.9746   9.2067  10.5711   1.5651   2.2494   4.0749   0.8386   0.2242
   0.400  3731.6  -1.6506   4.9303   8.8706  10.1500   1.5350   2.1678   3.9746   0.8254   0.2206
   0.450  3814.7  -1.5072   4.8763   8.5121   9.6809   1.5017   2.0864   3.8219   0.8094   0.2127
   0.500  3920.1  -1.3569   4.8192   8.1363   9.1687   1.4602   1.9943   3.6233   0.7915   0.1984
   0.550  4056.4  -1.2018   4.7649   7.7487   8.6358   1.3889   1.7360   3.3829   0.7727   0.1761
   0.600  4214.6  -1.0471   4.7144   7.3620   8.1259   1.2724   1.4740   3.0981   0.7537   0.1514
   0.650  4393.6  -0.8959   4.6702   6.9839   7.6325   1.1541   1.2810   2.8509   0.7125   0.1380
   0.700  4621.2  -0.7469   4.6412   6.6114   7.1050   1.0339   1.1163   2.5481   0.6454   0.1296
   0.750  4882.2  -0.6039   4.6236   6.2539   6.5898   0.9199   0.9722   2.2349   0.5598   0.1188
   0.800  5143.3  -0.4694   4.6076   5.9177   6.1721   0.8291   0.8841   2.0138   0.5012   0.1088
   0.850  5398.5  -0.3426   4.5913   5.6007   5.8040   0.7461   0.8077   1.8297   0.4445   0.1011
   0.900  5638.4  -0.2231   4.5721   5.3020   5.4596   0.6659   0.7403   1.6596   0.3807   0.0887
   0.950  5839.3  -0.1106   4.5439   5.0207   5.1512   0.6015   0.6814   1.5322   0.3395   0.0810
   1.000  6007.4  -0.0038   4.5086   4.7536   4.8676   0.5506   0.6379   1.4469   0.3147   0.0796
   1.050  6165.7   0.0984   4.4728   4.4981   4.5903   0.5044   0.6002   1.3378   0.2862   0.0749
   1.100  6317.2   0.1959   4.4377   4.2543   4.3267   0.4635   0.5668   1.2398   0.2565   0.0700
   1.150  6466.2   0.2887   4.4047   4.0223   4.0788   0.4288   0.5343   1.1554   0.2273   0.0656
   1.200  6616.8   0.3769   4.3750   3.8019   3.8454   0.4016   0.5031   1.0721   0.2025   0.0624
   1.250  6780.9   0.4606   4.3516   3.5926   3.6267   0.3740   0.4636   0.9752   0.1823   0.0595
   1.300  6972.3   0.5400   4.3376   3.3942   3.4234   0.3346   0.4209   0.8910   0.1629   0.0558
   1.400  7452.7   0.6866   4.3389   3.0277   3.0474   0.2648   0.3416   0.7103   0.1207   0.0489
   1.500  7950.1   0.8187   4.3490   2.6975   2.7303   0.2043   0.2602   0.5065   0.0799   0.0416
   1.600  8392.4   0.9387   4.3511   2.3975   2.4453   0.1666   0.1921   0.3746   0.0464   0.0363
   1.700  8785.7   1.0495   4.3462   2.1205   2.2075   0.1225   0.1350   0.2742   0.0197   0.0344
   1.800  9138.3   1.1531   4.3357   1.8613   2.0000   0.0873   0.0922   0.1823  -0.0044   0.0314
   1.900  9468.8   1.2518   4.3222   1.6146   1.8111   0.0521   0.0577   0.1077  -0.0238   0.0278
   2.000  9775.1   1.3454   4.3063   1.3808   1.6358   0.0274   0.0349   0.0549  -0.0359   0.0241
   2.100 10061.8   1.4368   4.2863   1.1522   1.4639   0.0079   0.0210   0.0238  -0.0411   0.0206
   2.200 10319.3   1.5224   4.2647   0.9382   1.3020  -0.0067   0.0136   0.0069  -0.0425   0.0172
   2.300 10540.7   1.6075   4.2359   0.7255   1.1349  -0.0177   0.0084  -0.0054  -0.0429   0.0141
   2.400 10757.8   1.6871   4.2102   0.5265   0.9806  -0.0262   0.0035  -0.0183  -0.0430   0.0112
   2.500 10930.6   1.7696   4.1730   0.3201   0.8097  -0.0325   0.0001  -0.0283  -0.0431   0.0090
   2.600 11057.8   1.8466   4.1332   0.1278   0.6433  -0.0368  -0.0018  -0.0348  -0.0428   0.0073
   2.700 11160.4   1.9232   4.0890  -0.0638   0.4724  -0.0403  -0.0028  -0.0393  -0.0426   0.0060
   2.800 11190.2   1.9989   4.0337  -0.2531   0.2891  -0.0426  -0.0029  -0.0404  -0.0426   0.0053
   2.900 11114.5   2.0721   3.9639  -0.4360   0.0911  -0.0439  -0.0021  -0.0369  -0.0430   0.0057
   3.000 10983.2   2.1427   3.8875  -0.6126  -0.1119  -0.0443  -0.0005  -0.0303  -0.0432   0.0066
   4.000   -99.0 -99.0000 -99.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
   5.000   -99.0 -99.0000 -99.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
   6.000   -99.0 -99.0000 -99.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
   7.000   -99.0 -99.0000 -99.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
   8.000   -99.0 -99.0000 -99.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
