Channel,Counts
532,5
533,8
534,3
535,2
536,1
537,3
538,4
539,3
540,8
541,6
542,4
543,3
544,7
545,4
546,2
547,6
548,8
549,4
550,4
551,2
552,5
553,3
554,3
555,5
556,4
557,4
558,2
559,7
560,3
561,2
562,6
563,1
564,4
565,6
566,1
567,4
568,4
569,3
570,6
571,2
572,3
573,8
574,3
575,4
576,6
577,1
578,5
579,6
580,3
581,2
582,3
583,7
584,4
585,3
586,3
587,6
588,4
589,6
590,6
591,1
592,1
593,3
594,3
595,1
596,1
597,3
598,4
599,5
600,3
601,4
602,2
603,6
604,4
605,3
606,4
607,2
608,5
609,1
610,1
611,6
612,3
613,4
614,2
615,2
616,3
617,4
618,4
619,5
620,5
621,1
622,3
623,4
624,1
625,1
626,2
627,3
628,2
629,4
630,2
631,3
632,2
633,6
634,3
635,1
636,3
637,0
638,6
639,2
640,2
641,2
642,5
643,2
644,1
645,4
646,3
647,2
648,2
649,1
650,2
651,4
652,1
653,3
654,4
655,6
656,6
657,4
658,4
659,2
660,0
661,3
662,2
663,1
664,6
665,2
666,5
667,5
668,4
669,3
670,1
671,3
672,1
673,3
674,2
675,0
676,2
677,4
678,2
679,6
680,10
681,5
682,5
683,1
684,4
685,1
686,2
687,1
688,4
689,2
690,1
691,3
692,2
693,2
694,5
695,1
696,2
697,3
698,4
699,1
700,2
701,5
702,3
703,3
704,3
705,2
706,4
707,6
708,6
709,1
710,2
711,2
712,8
713,1
714,4
715,7
716,4
717,5
718,2
719,3
720,3
721,3
722,4
723,4
724,2
725,3
726,6
727,1
728,5
729,7
730,3
731,0
732,0
733,1
734,4
735,3
736,2
737,2
738,2
739,1
740,1
741,2
742,4
743,2
744,0
745,3
746,5
747,0
748,4
749,2
750,1
751,1
752,4
753,6
754,6
755,5
756,3
757,5
758,2
759,2
760,7
761,2
762,4
763,4
764,3
765,4
766,4
767,3
768,2
769,1
770,1
771,4
772,3
773,4
774,2
775,2
776,1
777,2
778,3
779,1
780,3
781,2
782,2
783,4
784,3
785,4
786,3
787,3
788,4
789,3
790,4
791,1
792,1
793,1
794,0
795,1
796,1
797,3
798,4
799,1
800,1
801,1
802,4
803,2
804,5
805,1
806,1
807,3
808,1
809,4
810,3
811,4
812,3
813,5
814,2
815,1
816,3
817,2
818,1
819,4
820,4
821,2
822,3
823,1
824,0
825,2
826,6
827,2
828,1
829,4
830,3
831,5
832,0
833,1
834,2
835,1
836,3
837,2
838,5
839,2
840,0
841,2
842,1
843,1
844,2
845,1
846,3
847,1
848,1
849,4
850,4
851,1
852,1
853,3
854,4
855,1
856,3
857,4
858,2
859,2
860,1
861,4
862,1
863,1
864,2
865,4
866,3
867,2
868,3
869,1
870,1
871,5
872,3
873,2
874,1
875,4
876,0
877,1
878,10
879,2
880,2
881,3
882,1
883,4
884,1
885,4
886,2
887,1
888,3
889,1
890,1
891,2
892,2
893,3
894,1
895,5
896,2
897,1
898,3
899,0
900,1
901,3
902,2
903,0
904,1
905,3
906,4
907,3
908,2
909,5
910,3
911,4
912,0
913,2
914,3
915,4
916,1
917,0
918,0
919,5
920,4
921,3
922,0
923,0
924,0
925,1
926,3
927,1
928,4
929,2
930,1
931,3
932,2
933,2
934,0
935,4
936,2
937,3
938,3
939,2
940,3
941,2
942,3
943,1
944,3
945,1
946,1
947,2
948,4
949,0
950,2
951,2
952,1
953,1
954,0
955,2
956,2
957,0
958,3
959,2
960,1
961,0
962,1
963,1
964,3
965,3
966,3
967,0
968,0
969,2
970,3
971,3
972,2
973,0
974,1
975,1
976,2
977,0
978,0
979,5
980,2
981,3
982,0
983,3
984,2
985,2
986,2
987,1
988,1
989,2
990,2
991,0
992,3
993,0
994,1
995,1
996,2
997,1
998,0
999,2
1000,2
1001,1
1002,1
1003,5
1004,2
1005,2
1006,4
1007,1
1008,2
1009,0
1010,1
1011,3
1012,2
1013,2
1014,2
1015,2
1016,1
1017,1
1018,3
1019,4
1020,2
1021,1
1022,1
1023,1
1024,0
1025,3
1026,2
1027,3
1028,2
1029,0
1030,4
1031,3
1032,2
1033,1
1034,2
1035,4
1036,3
1037,2
1038,3
1039,0
1040,0
1041,1
1042,5
1043,2
1044,2
1045,3
1046,2
1047,1
1048,2
1049,1
1050,3
1051,2
1052,1
1053,0
1054,2
1055,0
1056,0
1057,2
1058,1
1059,3
1060,4
1061,1
1062,2
1063,0
1064,2
1065,1
1066,0
1067,2
1068,0
1069,1
1070,2
1071,1
1072,2
1073,2
1074,4
1075,5
1076,0
1077,1
1078,0
1079,1
1080,1
1081,1
1082,2
1083,2
1084,1
1085,3
1086,2
1087,5
1088,3
1089,2
1090,0
1091,1
1092,0
1093,3
1094,3
1095,3
1096,1
1097,1
1098,1
1099,1
1100,1
1101,2
1102,3
1103,3
1104,5
1105,0
1106,2
1107,2
1108,1
1109,0
1110,0
1111,1
1112,2
1113,1
1114,2
1115,2
1116,0
1117,1
1118,3
1119,3
1120,2
1121,0
1122,1
1123,1
1124,2
1125,0
1126,2
1127,1
1128,0
1129,1
1130,1
1131,1
1132,0
1133,2
1134,1
1135,3
1136,0
1137,3
1138,1
1139,0
1140,1
1141,2
1142,0
1143,1
1144,4
1145,1
1146,4
1147,0
1148,2
1149,2
1150,4
1151,3
1152,0
1153,1
1154,2
1155,1
1156,1
1157,3
1158,2
1159,1
1160,3
1161,1
1162,2
1163,0
1164,1
1165,1
1166,0
1167,2
1168,0
1169,2
1170,3
1171,2
1172,2
1173,3
1174,0
1175,3
1176,0
1177,3
1178,0
1179,3
1180,0
1181,2
1182,3
1183,4
1184,1
1185,1
1186,1
1187,4
1188,2
1189,2
1190,0
1191,2
1192,0
1193,3
1194,2
1195,1
1196,2
1197,1
1198,2
1199,1
1200,0
1201,1
1202,2
1203,0
1204,1
1205,1
1206,3
1207,2
1208,2
1209,0
1210,2
1211,1
1212,3
1213,2
1214,0
1215,1
1216,1
1217,3
1218,0
1219,0
1220,0
1221,4
1222,2
1223,1
1224,0
1225,0
1226,0
1227,1
1228,0
1229,1
1230,1
1231,2
1232,3
1233,1
1234,1
1235,3
1236,0
1237,1
1238,4
1239,2
1240,1
1241,0
1242,1
1243,2
1244,0
1245,0
1246,4
1247,1
1248,1
1249,0
1250,1
1251,2
1252,0
1253,0
1254,0
1255,1
1256,4
1257,3
1258,2
1259,0
1260,0
1261,1
1262,2
1263,1
1264,1
1265,2
1266,1
1267,1
1268,1
1269,1
1270,0
1271,0
1272,3
1273,1
1274,1
1275,0
1276,0
1277,1
1278,0
1279,1
1280,1
1281,3
1282,1
1283,0
1284,0
1285,0
1286,1
1287,3
1288,0
1289,2
1290,3
1291,0
1292,2
1293,0
1294,1
1295,0
1296,0
1297,3
1298,2
1299,0
1300,1
1301,0
1302,1
1303,0
1304,0
1305,0
1306,0
1307,0
1308,1
1309,0
1310,0
1311,1
1312,1
1313,0
1314,0
1315,2
1316,0
1317,3
1318,1
1319,0
1320,1
1321,1
1322,0
1323,2
1324,1
1325,1
1326,2
1327,1
1328,1
1329,1
1330,0
1331,3
1332,0
1333,1
1334,1
1335,2
1336,2
1337,1
1338,2
1339,0
1340,0
1341,3
1342,2
1343,1
1344,1
1345,0
1346,0
1347,1
1348,2
1349,0
1350,2
1351,1
1352,4
1353,0
1354,2
1355,0
1356,3
1357,2
1358,3
1359,1
1360,0
1361,1
1362,1
1363,3
1364,1
1365,1
1366,2
1367,2
1368,1
1369,0
1370,0
1371,0
1372,1
1373,0
1374,1
1375,3
1376,2
1377,0
1378,4
1379,3
1380,0
1381,1
1382,2
1383,1
1384,0
1385,3
1386,1
1387,0
1388,0
1389,2
1390,2
1391,1
1392,1
1393,1
1394,1
1395,0
1396,1
1397,1
1398,0
1399,1
1400,1
1401,1
1402,0
1403,2
1404,3
1405,1
1406,1
1407,0
1408,2
1409,1
1410,0
1411,2
1412,0
1413,1
1414,1
1415,0
1416,0
1417,1
1418,3
1419,0
1420,2
1421,1
1422,0
1423,0
1424,0
1425,2
1426,2
1427,1
1428,0
1429,2
1430,0
1431,0
1432,0
1433,1
1434,1
1435,1
1436,1
1437,1
1438,2
1439,0
1440,0
1441,0
1442,0
1443,0
1444,3
1445,2
1446,0
1447,2
1448,0
1449,0
1450,1
1451,0
1452,1
1453,0
1454,2
1455,0
1456,2
1457,0
1458,1
1459,1
1460,2
1461,2
1462,0
1463,0
1464,1
1465,0
1466,1
1467,1
1468,0
1469,2
1470,0
1471,1
1472,1
1473,1
1474,2
1475,1
1476,0
1477,1
1478,1
1479,0
1480,3
1481,4
1482,2
1483,0
1484,2
1485,0
1486,0
1487,0
1488,1
1489,0
1490,0
1491,2
1492,1
1493,0
1494,0
1495,1
1496,1
1497,1
1498,0
1499,1
1500,1
1501,2
1502,0
1503,1
1504,1
1505,0
1506,0
1507,0
1508,0
1509,2
1510,1
1511,0
1512,1
1513,1
1514,0
1515,0
1516,1
1517,2
1518,0
1519,1
1520,3
1521,1
1522,0
1523,1
1524,3
1525,0
1526,2
1527,1
1528,1
1529,2
1530,0
1531,1
1532,1
1533,0
1534,0
1535,0
1536,0
1537,0
1538,0
1539,0
1540,0
1541,0
1542,1
1543,5
1544,0
1545,0
1546,2
1547,0
1548,1
1549,1
1550,0
1551,2
1552,0
1553,1
1554,0
1555,0
1556,1
1557,1
1558,1
1559,0
1560,0
1561,1
1562,2
1563,1
1564,0
1565,0
1566,1
1567,0
1568,1
1569,1
1570,0
1571,0
1572,0
1573,1
1574,0
1575,0
1576,1
1577,0
1578,0
1579,0
1580,1
1581,2
1582,1
1583,0
1584,1
1585,0
1586,3
1587,0
1588,2
1589,0
1590,0
1591,0
1592,0
1593,0
1594,2
1595,2
1596,1
1597,0
1598,2
1599,1
1600,2
1601,1
1602,2
1603,0
1604,1
1605,0
1606,2
1607,3
1608,0
1609,0
1610,0
1611,0
1612,1
1613,0
1614,0
1615,0
1616,0
1617,1
1618,0
1619,0
1620,1
1621,1
1622,1
1623,3
1624,0
1625,1
1626,0
1627,2
1628,0
1629,0
1630,0
1631,1
1632,0
1633,1
1634,0
1635,1
1636,0
1637,0
1638,0
1639,0
1640,1
1641,1
1642,1
1643,0
1644,0
1645,1
1646,0
1647,1
1648,1
1649,2
1650,0
1651,1
1652,2
1653,0
1654,0
1655,1
1656,2
1657,1
1658,0
1659,2
1660,0
1661,1
1662,0
1663,0
1664,0
1665,4
1666,1
1667,1
1668,0
1669,0
1670,0
1671,1
1672,0
1673,1
1674,0
1675,1
1676,1
1677,1
1678,0
1679,0
1680,0
1681,0
1682,0
1683,1
1684,1
1685,1
1686,0
1687,1
1688,2
1689,0
1690,1
1691,0
1692,0
1693,2
1694,0
1695,0
1696,1
1697,2
1698,1
1699,0
1700,1
1701,0
1702,1
1703,0
1704,0
1705,0
1706,0
1707,2
1708,0
1709,2
1710,1
1711,1
1712,0
1713,0
1714,0
1715,1
1716,0
1717,0
1718,1
1719,0
1720,1
1721,1
1722,0
1723,2
1724,0
1725,0
1726,0
1727,0
1728,0
1729,0
1730,0
1731,0
1732,1
1733,0
1734,0
1735,1
1736,0
1737,0
1738,0
1739,1
1740,1
1741,0
1742,0
1743,0
1744,0
1745,1
1746,0
1747,0
1748,0
1749,0
1750,0
1751,1
1752,0
1753,2
1754,1
1755,0
1756,1
1757,0
1758,1
1759,0
1760,4
1761,0
1762,1
1763,0
1764,0
1765,2
1766,0
1767,1
1768,0
1769,1
1770,0
1771,0
1772,0
1773,0
1774,0
1775,1
1776,0
1777,0
1778,1
1779,1
1780,0
1781,0
1782,1
1783,2
1784,0
1785,2
1786,0
1787,3
1788,2
1789,0
1790,0
1791,1
1792,0
1793,2
1794,1
1795,1
1796,1
1797,2
1798,0
1799,0
1800,2
1801,1
1802,1
1803,1
1804,1
1805,2
1806,0
1807,0
1808,0
1809,2
1810,0
1811,0
1812,0
1813,1
1814,1
1815,0
1816,0
1817,0
1818,0
1819,1
1820,0
1821,0
1822,0
1823,1
1824,1
1825,1
1826,0
1827,0
1828,0
1829,0
1830,1
1831,1
1832,0
1833,0
1834,0
1835,1
1836,0
1837,1
1838,0
1839,2
1840,1
1841,0
1842,0
1843,3
1844,2
1845,0
1846,0
1847,0
1848,0
1849,0
1850,0
1851,2
1852,1
1853,1
1854,1
1855,0
1856,0
1857,1
1858,2
1859,0
1860,1
1861,1
1862,1
1863,0
1864,0
1865,0
1866,1
1867,0
1868,0
1869,1
1870,1
1871,0
1872,0
1873,0
1874,0
1875,0
1876,0
1877,1
1878,2
1879,0
1880,1
1881,0
1882,0
1883,3
1884,2
1885,0
1886,1
1887,1
1888,1
1889,1
1890,0
1891,2
1892,0
1893,1
1894,0
1895,0
1896,0
1897,0
1898,1
1899,0
1900,0
1901,0
1902,0
1903,0
1904,2
1905,0
1906,0
1907,0
1908,1
1909,0
1910,0
1911,0
1912,3
1913,3
1914,0
1915,0
1916,0
1917,0
1918,0
1919,0
1920,1
1921,0
1922,2
1923,0
1924,0
1925,0
1926,0
1927,0
1928,0
1929,0
1930,0
1931,0
1932,0
1933,0
1934,0
1935,0
1936,0
1937,0
1938,0
1939,0
1940,1
1941,0
1942,0
1943,0
1944,0
1945,0
1946,0
1947,0
1948,0
1949,0
1950,0
1951,0
1952,1
1953,0
1954,0
1955,0
1956,0
1957,0
1958,0
1959,0
1960,1
1961,0
1962,2
1963,0
1964,0
1965,0
1966,1
1967,0
1968,0
1969,0
1970,0
1971,0
1972,0
1973,1
1974,0
1975,0
1976,0
1977,0
1978,0
1979,0
1980,0
1981,0
1982,0
1983,0
1984,0
1985,0
1986,1
1987,0
1988,0
1989,2
1990,0
1991,0
1992,0
1993,0
1994,0
1995,0
1996,1
1997,1
1998,0
1999,1
2000,1
2001,0
2002,0
2003,1
2004,1
2005,0
2006,0
2007,0
2008,0
2009,0
2010,0
2011,0
2012,1
2013,0
2014,0
2015,0
2016,0
2017,1
2018,0
2019,1
2020,1
2021,1
2022,0
2023,0
2024,2
2025,0
2026,1
2027,0
2028,1
2029,0
2030,0
2031,1
2032,0
2033,0
2034,1
2035,1
2036,0
2037,1
2038,0
2039,0
2040,0
2041,0
2042,1
2043,0
2044,0
2045,0
2046,0
2047,0
